"81439","Percentage normal sperm","X","37093207","37093207"
"81440","Percentage normal sperm","X","51352781","51352781"
"81441","Percentage normal sperm","X","34880136","34880136"
"81442","Percentage normal sperm","X","34893825","34893825"
"81443","Percentage normal sperm","X","33510044","33510044"
"81444","Percentage normal sperm","X","33536964","33536964"
"81445","Percentage normal sperm","X","33541256","33541256"
"81446","Percentage normal sperm","X","60873015","60873015"
"81447","Percentage normal sperm","X","45568373","45568373"
"81448","Percentage normal sperm","X","33514978","33514978"
"81449","Percentage normal sperm","X","33528437","33528437"
"81450","Percentage normal sperm","X","33547851","33547851"
"81451","Percentage normal sperm","X","33575047","33575047"
"81452","Percentage normal sperm","X","44817560","44817560"
"81453","Percentage normal sperm","X","81697497","81697497"
"81454","Percentage normal sperm","X","56197326","56197326"
"81455","Percentage normal sperm","X","55457621","55457621"
"81456","Percentage normal sperm","X","68986054","68986054"
"81457","Percentage normal sperm","X","74502510","74502510"
"81458","Percentage normal sperm","X","36304713","36304713"
"81459","Percentage normal sperm","X","37609734","37609734"
"81460","Percentage normal sperm","X","55907731","55907731"
"81461","Percentage normal sperm","X","51283293","51283293"
"81462","Percentage normal sperm","X","51147361","51147361"
"81463","Percentage normal sperm","X","38991362","38991362"
"81464","Percentage normal sperm","X","37626425","37626425"
"81465","Percentage normal sperm","X","45669035","45669035"
"81466","Percentage normal sperm","X","36816629","36816629"
"81467","Percentage normal sperm","X","55843076","55843076"
"81468","Percentage normal sperm","X","34862239","34862239"
"81469","Percentage normal sperm","X","34869956","34869956"
"81470","Percentage normal sperm","X","36837517","36837517"
"81471","Percentage normal sperm","X","36852264","36852264"
"81472","Percentage normal sperm","X","36854065","36854065"
"81473","Percentage normal sperm","X","36897155","36897155"
"81474","Percentage normal sperm","X","36929682","36929682"
"81475","Percentage normal sperm","X","36932474","36932474"
"81476","Percentage normal sperm","X","36939207","36939207"
"81477","Percentage normal sperm","X","36942234","36942234"
"81478","Percentage normal sperm","X","36972333","36972333"
"81479","Percentage normal sperm","X","37002463","37002463"
"81480","Percentage normal sperm","X","37009425","37009425"
"81481","Percentage normal sperm","X","37010452","37010452"
"81482","Percentage normal sperm","X","37043761","37043761"
"81483","Percentage normal sperm","X","69003358","69003358"
"81484","Percentage normal sperm","X","36714374","36714374"
"81485","Percentage normal sperm","X","36718311","36718311"
"81486","Percentage normal sperm","X","78429383","78429383"
"81487","Percentage normal sperm","X","74564664","74564664"
"81488","Percentage normal sperm","X","74682621","74682621"
"81489","Percentage normal sperm","X","47762554","47762554"
"81490","Percentage normal sperm","X","35051983","35051983"
"81491","Percentage normal sperm","X","35054275","35054275"
"81492","Percentage normal sperm","X","35064037","35064037"
"81493","Percentage normal sperm","X","35065567","35065567"
"81494","Percentage normal sperm","X","35147269","35147269"
"81495","Percentage normal sperm","X","35159328","35159328"
"81496","Percentage normal sperm","X","35162001","35162001"
"81497","Percentage normal sperm","X","35163748","35163748"
"81498","Percentage normal sperm","X","35165867","35165867"
"81499","Percentage normal sperm","X","35167018","35167018"
"81500","Percentage normal sperm","X","35175990","35175990"
"81501","Percentage normal sperm","X","35183393","35183393"
"81502","Percentage normal sperm","X","35185894","35185894"
"81503","Percentage normal sperm","X","35187949","35187949"
"81504","Percentage normal sperm","X","35192127","35192127"
"81505","Percentage normal sperm","X","35196686","35196686"
"81506","Percentage normal sperm","X","35230760","35230760"
"81507","Percentage normal sperm","X","35299927","35299927"
"81508","Percentage normal sperm","X","35293690","35293690"
"81509","Percentage normal sperm","X","35255224","35255224"
"81510","Percentage normal sperm","X","35354352","35354352"
"81511","Percentage normal sperm","X","35384947","35384947"
"81512","Percentage normal sperm","X","37986265","37986265"
"81513","Percentage normal sperm","X","36128603","36128603"
"81514","Percentage normal sperm","X","40341631","40341631"
"81515","Percentage normal sperm","X","40347679","40347679"
"81516","Percentage normal sperm","X","40378614","40378614"
"81517","Percentage normal sperm","X","40390433","40390433"
"81518","Percentage normal sperm","X","75397149","75397149"
"81519","Percentage normal sperm","X","37855009","37855009"
"81520","Percentage normal sperm","X","37864386","37864386"
"81521","Percentage normal sperm","X","38536781","38536781"
"81522","Percentage normal sperm","X","38701008","38701008"
"81523","Percentage normal sperm","X","38997088","38997088"
"81524","Percentage normal sperm","X","39158163","39158163"
"81525","Percentage normal sperm","X","39510016","39510016"
"81526","Percentage normal sperm","X","40132675","40132675"
"81527","Percentage normal sperm","X","40263302","40263302"
"81528","Percentage normal sperm","X","40311246","40311246"
"81529","Percentage normal sperm","X","69036597","69036597"
"81530","Percentage normal sperm","X","69140376","69140376"
"81531","Percentage normal sperm","X","69142899","69142899"
"81532","Percentage normal sperm","X","69190511","69190511"
"81533","Percentage normal sperm","X","69210494","69210494"
"81534","Percentage normal sperm","X","71138266","71138266"
"81535","Percentage normal sperm","X","26699484","26699484"
"81536","Percentage normal sperm","X","78405110","78405110"
"81537","Percentage normal sperm","X","81681966","81681966"
"81538","Percentage normal sperm","X","50148526","50148526"
"81539","Percentage normal sperm","X","50140637","50140637"
"81540","Percentage normal sperm","X","35417576","35417576"
"81541","Percentage normal sperm","X","35439609","35439609"
"81542","Percentage normal sperm","X","35462735","35462735"
"81543","Percentage normal sperm","X","35486075","35486075"
"81544","Percentage normal sperm","X","35489764","35489764"
"81545","Percentage normal sperm","X","35614160","35614160"
"81546","Percentage normal sperm","X","35603613","35603613"
"81547","Percentage normal sperm","X","35681658","35681658"
"81548","Percentage normal sperm","X","35701926","35701926"
"81549","Percentage normal sperm","X","35774994","35774994"
"81550","Percentage normal sperm","X","35780319","35780319"
"81551","Percentage normal sperm","X","35781589","35781589"
"81552","Percentage normal sperm","X","35889158","35889158"
"81553","Percentage normal sperm","X","35918860","35918860"
"81554","Percentage normal sperm","X","35941375","35941375"
"81555","Percentage normal sperm","X","35959540","35959540"
"81556","Percentage normal sperm","X","35962100","35962100"
"81557","Percentage normal sperm","X","35963807","35963807"
"81558","Percentage normal sperm","X","35974438","35974438"
"81559","Percentage normal sperm","X","35980408","35980408"
"81560","Percentage normal sperm","X","35986163","35986163"
"81561","Percentage normal sperm","X","35994289","35994289"
"81562","Percentage normal sperm","X","35999271","35999271"
"81563","Percentage normal sperm","X","36022912","36022912"
"81564","Percentage normal sperm","X","36027034","36027034"
"81565","Percentage normal sperm","X","36028252","36028252"
"81566","Percentage normal sperm","X","36053721","36053721"
"81567","Percentage normal sperm","X","36080706","36080706"
"81568","Percentage normal sperm","X","36082662","36082662"
"81569","Percentage normal sperm","X","36093907","36093907"
"81570","Percentage normal sperm","X","36101746","36101746"
"81571","Percentage normal sperm","X","36105003","36105003"
"81572","Percentage normal sperm","X","36107460","36107460"
"81573","Percentage normal sperm","X","36132407","36132407"
"81574","Percentage normal sperm","X","36142478","36142478"
"81575","Percentage normal sperm","X","36151490","36151490"
"81576","Percentage normal sperm","X","36168541","36168541"
"81577","Percentage normal sperm","X","36170934","36170934"
"81578","Percentage normal sperm","X","36172606","36172606"
"81579","Percentage normal sperm","X","36204026","36204026"
"81580","Percentage normal sperm","X","36204990","36204990"
"81581","Percentage normal sperm","X","36212752","36212752"
"81582","Percentage normal sperm","X","36233330","36233330"
"81583","Percentage normal sperm","X","36240823","36240823"
"81584","Percentage normal sperm","X","36244688","36244688"
"81585","Percentage normal sperm","X","36245697","36245697"
"81586","Percentage normal sperm","X","36269931","36269931"
"81587","Percentage normal sperm","X","36324652","36324652"
"81588","Percentage normal sperm","X","36521061","36521061"
"81589","Percentage normal sperm","X","36586209","36586209"
"81590","Percentage normal sperm","X","36618507","36618507"
"81591","Percentage normal sperm","X","36643370","36643370"
"81592","Percentage normal sperm","X","36648190","36648190"
"81593","Percentage normal sperm","X","36652549","36652549"
"81594","Percentage normal sperm","X","36659629","36659629"
"81595","Percentage normal sperm","X","36661672","36661672"
"81596","Percentage normal sperm","X","36664172","36664172"
"81597","Percentage normal sperm","X","36669216","36669216"
"81598","Percentage normal sperm","X","36674140","36674140"
"81599","Percentage normal sperm","X","36680937","36680937"
"81600","Percentage normal sperm","X","36703916","36703916"
"81601","Percentage normal sperm","X","81705946","81705946"
"81602","Percentage normal sperm","X","78481097","78481097"
"81603","Percentage normal sperm","X","78514466","78514466"
"81605","Percentage normal sperm","X","78678866","78678866"
"81606","Percentage normal sperm","X","78680888","78680888"
"81607","Percentage normal sperm","X","78701955","78701955"
"81608","Percentage normal sperm","X","78703250","78703250"
"81609","Percentage normal sperm","X","78708727","78708727"
"81610","Percentage normal sperm","X","78725864","78725864"
"81611","Percentage normal sperm","X","55946003","55946003"
"81612","Percentage normal sperm","X","47685511","47685511"
"81613","Percentage normal sperm","X","47725771","47725771"
"81614","Percentage normal sperm","X","47737975","47737975"
"81615","Percentage normal sperm","X","37585982","37585982"
"81616","Percentage normal sperm","X","55551811","55551811"
"81617","Percentage normal sperm","X","81751511","81751511"
"81618","Percentage normal sperm","X","81764511","81764511"
"81619","Percentage normal sperm","X","81765891","81765891"
"81620","Percentage normal sperm","X","81773153","81773153"
"81621","Percentage normal sperm","X","37786057","37786057"
"81622","Percentage normal sperm","X","57328989","57328989"
"81623","Percentage normal sperm","X","57339385","57339385"
"81624","Percentage normal sperm","X","56043935","56043935"
"81625","Percentage normal sperm","X","56029335","56029335"
"81626","Percentage normal sperm","X","56026863","56026863"
"81627","Percentage normal sperm","X","56349052","56349052"
"81628","Percentage normal sperm","X","56337749","56337749"
"81629","Percentage normal sperm","X","56333876","56333876"
"81630","Percentage normal sperm","X","56325631","56325631"
"81631","Percentage normal sperm","X","35069057","35069057"
"81632","Percentage normal sperm","X","78732448","78732448"
"81633","Percentage normal sperm","X","37126987","37126987"
"81634","Percentage normal sperm","X","37134258","37134258"
"81635","Percentage normal sperm","X","37139631","37139631"
"81636","Percentage normal sperm","X","37163724","37163724"
"81637","Percentage normal sperm","X","37174849","37174849"
"81638","Percentage normal sperm","X","37178171","37178171"
"81639","Percentage normal sperm","X","37184272","37184272"
"81640","Percentage normal sperm","X","37187628","37187628"
"81641","Percentage normal sperm","X","37232675","37232675"
"81642","Percentage normal sperm","X","37483947","37483947"
"81643","Percentage normal sperm","X","37500920","37500920"
"81644","Percentage normal sperm","X","37503348","37503348"
"81645","Percentage normal sperm","X","37510836","37510836"
"81646","Percentage normal sperm","X","37519944","37519944"
"81647","Percentage normal sperm","X","37530666","37530666"
"81648","Percentage normal sperm","X","37548659","37548659"
"81649","Percentage normal sperm","X","50191331","50191331"
"81650","Percentage normal sperm","X","81695816","81695816"
"81651","Percentage normal sperm","X","40093217","40093217"
"81652","Percentage normal sperm","X","40123980","40123980"
"81653","Percentage normal sperm","X","40125341","40125341"
"81654","Percentage normal sperm","X","41734255","41734255"
"81655","Percentage normal sperm","X","51401711","51401711"
"81656","Percentage normal sperm","X","51399459","51399459"
"81657","Percentage normal sperm","X","51397627","51397627"
"81658","Percentage normal sperm","X","51392354","51392354"
"81659","Percentage normal sperm","X","36088411","36088411"
"81660","Percentage normal sperm","X","58185724","58185724"
"81661","Percentage normal sperm","X","58222648","58222648"
"81662","Percentage normal sperm","X","30061796","30061796"
"81663","Percentage normal sperm","X","55325673","55325673"
"81664","Percentage normal sperm","X","69010094","69010094"
"81665","Percentage normal sperm","X","77206571","77206571"
"81666","Percentage normal sperm","X","77279492","77279492"
"81667","Percentage normal sperm","X","56102502","56102502"
"81668","Percentage normal sperm","X","45264587","45264587"
"81669","Percentage normal sperm","X","45267187","45267187"
"81670","Percentage normal sperm","X","47969681","47969681"
"81671","Percentage normal sperm","X","70276091","70276091"
"81672","Percentage normal sperm","X","81807104","81807104"
"81673","Percentage normal sperm","X","81815180","81815180"
"81674","Percentage normal sperm","X","81816712","81816712"
"81675","Percentage normal sperm","X","81821427","81821427"
"81676","Percentage normal sperm","X","81866052","81866052"
"81677","Percentage normal sperm","X","81889597","81889597"
"81678","Percentage normal sperm","X","81921500","81921500"
"81679","Percentage normal sperm","X","81929289","81929289"
"81680","Percentage normal sperm","X","81969470","81969470"
"81681","Percentage normal sperm","X","81998788","81998788"
"81682","Percentage normal sperm","X","82020729","82020729"
"81683","Percentage normal sperm","X","45565207","45565207"
"81684","Percentage normal sperm","X","45592496","45592496"
"81685","Percentage normal sperm","X","45693891","45693891"
"81686","Percentage normal sperm","X","45702451","45702451"
"81687","Percentage normal sperm","X","78604672","78604672"
"81688","Percentage normal sperm","X","56488551","56488551"
"81689","Percentage normal sperm","X","56491552","56491552"
"81690","Percentage normal sperm","X","58236093","58236093"
"81691","Percentage normal sperm","X","37579644","37579644"
"81692","Percentage normal sperm","X","37580880","37580880"
"81693","Percentage normal sperm","X","37600748","37600748"
"81694","Percentage normal sperm","X","37701117","37701117"
"81695","Percentage normal sperm","X","37713860","37713860"
"81696","Percentage normal sperm","X","37748483","37748483"
"81697","Percentage normal sperm","X","37760153","37760153"
"81698","Percentage normal sperm","X","37968687","37968687"
"81699","Percentage normal sperm","X","38403964","38403964"
"81700","Percentage normal sperm","X","38457569","38457569"
"81701","Percentage normal sperm","X","38586411","38586411"
"81702","Percentage normal sperm","X","38812555","38812555"
"81703","Percentage normal sperm","X","38810728","38810728"
"81704","Percentage normal sperm","X","38894011","38894011"
"81705","Percentage normal sperm","X","38900669","38900669"
"81706","Percentage normal sperm","X","38912195","38912195"
"81707","Percentage normal sperm","X","38925889","38925889"
"81708","Percentage normal sperm","X","38930641","38930641"
"81709","Percentage normal sperm","X","38943272","38943272"
"81710","Percentage normal sperm","X","38948000","38948000"
"81711","Percentage normal sperm","X","38955068","38955068"
"81712","Percentage normal sperm","X","39008642","39008642"
"81713","Percentage normal sperm","X","39022302","39022302"
"81714","Percentage normal sperm","X","39075452","39075452"
"81715","Percentage normal sperm","X","39100718","39100718"
"81716","Percentage normal sperm","X","39114212","39114212"
"81717","Percentage normal sperm","X","39130852","39130852"
"81718","Percentage normal sperm","X","39139715","39139715"
"81719","Percentage normal sperm","X","39155574","39155574"
"81720","Percentage normal sperm","X","39160926","39160926"
"81721","Percentage normal sperm","X","39169535","39169535"
"81722","Percentage normal sperm","X","39174918","39174918"
"81723","Percentage normal sperm","X","39225595","39225595"
"81724","Percentage normal sperm","X","39229026","39229026"
"81725","Percentage normal sperm","X","39263405","39263405"
"81726","Percentage normal sperm","X","39302854","39302854"
"81727","Percentage normal sperm","X","39337472","39337472"
"81728","Percentage normal sperm","X","39345962","39345962"
"81729","Percentage normal sperm","X","39356884","39356884"
"81730","Percentage normal sperm","X","39375121","39375121"
"81731","Percentage normal sperm","X","39410690","39410690"
"81732","Percentage normal sperm","X","39441558","39441558"
"81733","Percentage normal sperm","X","39456046","39456046"
"81734","Percentage normal sperm","X","39514280","39514280"
"81735","Percentage normal sperm","X","39562991","39562991"
"81736","Percentage normal sperm","X","39654671","39654671"
"81737","Percentage normal sperm","X","39655626","39655626"
"81738","Percentage normal sperm","X","39657045","39657045"
"81739","Percentage normal sperm","X","39698782","39698782"
"81740","Percentage normal sperm","X","39704599","39704599"
"81741","Percentage normal sperm","X","39713902","39713902"
"81742","Percentage normal sperm","X","39723680","39723680"
"81743","Percentage normal sperm","X","39746066","39746066"
"81744","Percentage normal sperm","X","39747968","39747968"
"81745","Percentage normal sperm","X","39754697","39754697"
"81746","Percentage normal sperm","X","39827297","39827297"
"81747","Percentage normal sperm","X","39839025","39839025"
"81748","Percentage normal sperm","X","39856868","39856868"
"81749","Percentage normal sperm","X","39883101","39883101"
"81750","Percentage normal sperm","X","39909187","39909187"
"81751","Percentage normal sperm","X","39914961","39914961"
"81752","Percentage normal sperm","X","39942241","39942241"
"81753","Percentage normal sperm","X","39959722","39959722"
"81754","Percentage normal sperm","X","39984102","39984102"
"81755","Percentage normal sperm","X","40101070","40101070"
"81756","Percentage normal sperm","X","40239231","40239231"
"81757","Percentage normal sperm","X","40289226","40289226"
"81758","Percentage normal sperm","X","40368356","40368356"
"81759","Percentage normal sperm","X","40423215","40423215"
"81760","Percentage normal sperm","X","40430772","40430772"
"81761","Percentage normal sperm","X","40433734","40433734"
"81762","Percentage normal sperm","X","40446456","40446456"
"81763","Percentage normal sperm","X","40458588","40458588"
"81764","Percentage normal sperm","X","40462753","40462753"
"81765","Percentage normal sperm","X","40543265","40543265"
"81766","Percentage normal sperm","X","40558541","40558541"
"81767","Percentage normal sperm","X","40569664","40569664"
"81768","Percentage normal sperm","X","40667510","40667510"
"81769","Percentage normal sperm","X","40718425","40718425"
"81770","Percentage normal sperm","X","40733558","40733558"
"81771","Percentage normal sperm","X","40768131","40768131"
"81772","Percentage normal sperm","X","40769552","40769552"
"81773","Percentage normal sperm","X","40801963","40801963"
"81774","Percentage normal sperm","X","40905679","40905679"
"81775","Percentage normal sperm","X","40930372","40930372"
"81776","Percentage normal sperm","X","40944694","40944694"
"81777","Percentage normal sperm","X","40976638","40976638"
"81778","Percentage normal sperm","X","41008184","41008184"
"81779","Percentage normal sperm","X","41075610","41075610"
"81780","Percentage normal sperm","X","41088786","41088786"
"81781","Percentage normal sperm","X","41138655","41138655"
"81782","Percentage normal sperm","X","41144209","41144209"
"81783","Percentage normal sperm","X","41198144","41198144"
"81784","Percentage normal sperm","X","41453199","41453199"
"81785","Percentage normal sperm","X","41509297","41509297"
"81786","Percentage normal sperm","X","41669140","41669140"
"81787","Percentage normal sperm","X","41740581","41740581"
"81788","Percentage normal sperm","X","41816575","41816575"
"81789","Percentage normal sperm","X","41823571","41823571"
"81790","Percentage normal sperm","X","41888848","41888848"
"81791","Percentage normal sperm","X","41913112","41913112"
"81792","Percentage normal sperm","X","41919826","41919826"
"81793","Percentage normal sperm","X","41924267","41924267"
"81794","Percentage normal sperm","X","41971418","41971418"
"81795","Percentage normal sperm","X","42072624","42072624"
"81796","Percentage normal sperm","X","42093875","42093875"
"81797","Percentage normal sperm","X","42136750","42136750"
"81798","Percentage normal sperm","X","42167810","42167810"
"81799","Percentage normal sperm","X","42171388","42171388"
"81800","Percentage normal sperm","X","42188753","42188753"
"81801","Percentage normal sperm","X","42301905","42301905"
"81802","Percentage normal sperm","X","42304174","42304174"
